"reference_date","target","horizon","target_end_date","age_group","output_type","output_type_id","value"
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.01,119
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.025,128
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.05,134
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.1,143
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.15,150
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.2,154
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.25,157
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.3,159
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.35,161
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.4,164
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.45,166
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.5,169
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.55,172
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.6,174
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.65,177
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.7,180
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.75,182
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.8,185
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.85,190
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.9,197
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.95,208
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.975,216
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.99,227
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.01,102
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.025,113
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.05,122
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.1,132
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.15,139
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.2,145
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.25,150
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.3,154
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.35,158
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.4,162
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.45,165
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.5,169
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.55,173
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.6,176
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.65,180
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.7,184
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.75,189
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.8,195
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.85,201
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.9,209
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.95,222
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.975,235
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.99,253
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.01,91
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.025,102
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.05,112
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.1,125
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.15,133
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.2,140
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.25,146
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.3,151
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.35,155
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.4,160
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.45,165
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.5,169
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.55,174
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.6,178
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.65,183
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.7,188
