"reference_date","target","horizon","target_end_date","age_group","output_type","output_type_id","value"
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.01,97
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.025,98
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.05,99
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.1,106
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.15,115
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.2,125
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.25,126
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.3,130
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.35,135
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.4,138
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.45,139
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.5,140
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.55,141
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.6,142
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.65,146
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.7,151
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.75,155
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.8,156
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.85,167
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.9,179
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.95,188
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.975,189
2026-06-13,"SARI",-2,2026-05-30,"Adults","quantile",0.99,190
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.01,69
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.025,82
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.05,91
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.1,99
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.15,106
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.2,112
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.25,118
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.3,124
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.35,128
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.4,132
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.45,137
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.5,140
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.55,143
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.6,148
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.65,153
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.7,158
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.75,165
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.8,172
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.85,180
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.9,188
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.95,199
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.975,210
2026-06-13,"SARI",-1,2026-06-06,"Adults","quantile",0.99,231
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.01,62
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.025,70
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.05,80
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.1,92
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.15,100
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.2,108
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.25,114
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.3,120
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.35,125
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.4,130
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.45,135
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.5,140
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.55,145
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.6,151
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.65,156
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.7,163
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.75,170
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.8,178
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.85,187
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.9,199
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.95,218
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.975,234
2026-06-13,"SARI",0,2026-06-13,"Adults","quantile",0.99,248
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.01,51
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.025,62
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.05,72
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.1,86
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.15,96
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.2,103
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.25,110
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.3,116
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.35,123
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.4,129
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.45,134
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.5,140
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.55,146
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.6,153
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.65,159
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.7,167
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.75,174
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.8,184
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.85,194
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.9,209
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.95,231
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.975,251
2026-06-13,"SARI",1,2026-06-20,"Adults","quantile",0.99,271
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.01,43
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.025,54
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.05,65
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.1,79
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.15,90
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.2,98
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.25,106
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.3,112
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.35,119
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.4,126
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.45,133
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.5,140
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.55,146
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.6,154
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.65,161
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.7,169
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.75,178
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.8,188
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.85,200
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.9,216
2026-06-13,"SARI",2,2026-06-27,"Adults","quantile",0.95,241
