"model","reference_date","horizon","target_end_date","target_group","output_type","output_type_id","value"
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.01",83
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.025",90
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.05",95
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.1",103
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.15",109
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.2",112
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.25",114
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.3",116
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.35",118
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.4",121
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.45",123
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.5",125
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.55",127
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.6",129
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.65",132
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.7",134
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.75",136
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.8",139
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.85",143
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.9",149
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.95",159
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.975",166
"Regular Baseline","2026-05-30",-3,"2026-05-09","Adults","quantile","0.99",176
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.01",71
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.025",79
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.05",86
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.1",95
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.15",100
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.2",105
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.25",109
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.3",113
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.35",116
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.4",119
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.45",122
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.5",125
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.55",128
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.6",131
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.65",134
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.7",138
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.75",142
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.8",147
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.85",152
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.9",160
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.95",172
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.975",183
"Regular Baseline","2026-05-30",-2,"2026-05-16","Adults","quantile","0.99",197
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.01",62
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.025",71
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.05",79
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.1",89
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.15",95
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.2",100
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.25",105
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.3",110
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.35",114
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.4",118
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.45",121
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.5",125
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.55",129
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.6",133
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.65",137
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.7",141
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.75",147
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.8",153
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.85",159
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.9",168
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.95",183
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.975",196
"Regular Baseline","2026-05-30",-1,"2026-05-23","Adults","quantile","0.99",211
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.01",54
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.025",63
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.05",72
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.1",83
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.15",90
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.2",96
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.25",102
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.3",107
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.35",112
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.4",116
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.45",121
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.5",125
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.55",130
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.6",134
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.65",139
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.7",144
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.75",150
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.8",157
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.85",165
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.9",175
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.95",192
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.975",208
"Regular Baseline","2026-05-30",0,"2026-05-30","Adults","quantile","0.99",224
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.01",49
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.025",59
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.05",67
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.1",79
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.15",87
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.2",94
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.25",100
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.3",105
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.35",110
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.4",115
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.45",120
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.5",125
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.55",130
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.6",135
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.65",141
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.7",147
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.75",154
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.8",161
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.85",171
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.9",183
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.95",203
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.975",221
"Regular Baseline","2026-05-30",1,"2026-06-06","Adults","quantile","0.99",240
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.01",43
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.025",53
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.05",63
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.1",75
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.15",83
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.2",91
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.25",97
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.3",103
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.35",109
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.4",114
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.45",120
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.5",125
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.55",130
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.6",136
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.65",142
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.7",149
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.75",156
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.8",165
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.85",175
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.9",189
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.95",209
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.975",230
"Regular Baseline","2026-05-30",2,"2026-06-13","Adults","quantile","0.99",252
"Regular Baseline","2026-05-30",3,"2026-06-20","Adults","quantile","0.01",40
"Regular Baseline","2026-05-30",3,"2026-06-20","Adults","quantile","0.025",49
"Regular Baseline","2026-05-30",3,"2026-06-20","Adults","quantile","0.05",59
"Regular Baseline","2026-05-30",3,"2026-06-20","Adults","quantile","0.1",72
"Regular Baseline","2026-05-30",3,"2026-06-20","Adults","quantile","0.15",81
