"reference_date","target","horizon","target_end_date","age_group","output_type","output_type_id","value"
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.01,70
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.025,76
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.05,82
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.1,88
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.15,92
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.2,97
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.25,99
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.3,102
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.35,105
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.4,108
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.45,111
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.5,113
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.55,116
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.6,119
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.65,122
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.7,125
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.75,129
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.8,132
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.85,138
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.9,144
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.95,154
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.975,164
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.99,174
"5/16/2026","SARI",-3,"4/25/2026","Overall","quantile",0.01,205
"5/16/2026","SARI",-3,"4/25/2026","Overall","quantile",0.025,217
"5/16/2026","SARI",-3,"4/25/2026","Overall","quantile",0.05,227
"5/16/2026","SARI",-3,"4/25/2026","Overall","quantile",0.1,241
"5/16/2026","SARI",-3,"4/25/2026","Overall","quantile",0.15,250
"5/16/2026","SARI",-3,"4/25/2026","Overall","quantile",0.2,258
"5/16/2026","SARI",-3,"4/25/2026","Overall","quantile",0.25,264
"5/16/2026","SARI",-3,"4/25/2026","Overall","quantile",0.3,270
"5/16/2026","SARI",-3,"4/25/2026","Overall","quantile",0.35,276
"5/16/2026","SARI",-3,"4/25/2026","Overall","quantile",0.4,281
"5/16/2026","SARI",-3,"4/25/2026","Overall","quantile",0.45,285
"5/16/2026","SARI",-3,"4/25/2026","Overall","quantile",0.5,291
"5/16/2026","SARI",-3,"4/25/2026","Overall","quantile",0.55,297
"5/16/2026","SARI",-3,"4/25/2026","Overall","quantile",0.6,302
