"model","reference_date","horizon","target_end_date","target_group","output_type","output_type_id","value"
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.01",95
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.025",103
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.05",109
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.1",116
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.15",122
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.2",126
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.25",129
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.3",131
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.35",133
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.4",136
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.45",138
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.5",140
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.55",142
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.6",144
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.65",147
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.7",150
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.75",152
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.8",155
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.85",159
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.9",166
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.95",175
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.975",183
"Regular Baseline","2026-06-20",-4,"2026-05-23","Adults","quantile","0.99",194
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.01",80
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.025",90
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.05",98
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.1",107
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.15",113
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.2",118
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.25",123
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.3",126
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.35",130
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.4",133
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.45",137
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.5",140
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.55",143
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.6",147
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.65",150
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.7",154
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.75",158
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.8",164
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.85",169
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.9",176
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.95",189
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.975",200
"Regular Baseline","2026-06-20",-3,"2026-05-30","Adults","quantile","0.99",214
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.01",70
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.025",80
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.05",90
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.1",100
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.15",107
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.2",113
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.25",118
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.3",123
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.35",127
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.4",132
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.45",136
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.5",140
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.55",144
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.6",148
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.65",153
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.7",158
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.75",163
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.8",169
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.85",176
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.9",186
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.95",202
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.975",216
"Regular Baseline","2026-06-20",-2,"2026-06-06","Adults","quantile","0.99",232
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.01",62
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.025",72
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.05",82
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.1",95
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.15",103
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.2",110
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.25",116
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.3",121
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.35",126
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.4",130
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.45",135
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.5",140
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.55",145
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.6",149
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.65",155
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.7",160
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.75",167
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.8",174
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.85",183
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.9",194
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.95",211
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.975",228
"Regular Baseline","2026-06-20",-1,"2026-06-13","Adults","quantile","0.99",250
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.01",54
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.025",66
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.05",76
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.1",89
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.15",99
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.2",106
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.25",113
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.3",118
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.35",124
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.4",129
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.45",134
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.5",140
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.55",145
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.6",151
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.65",157
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.7",163
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.75",170
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.8",178
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.85",188
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.9",201
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.95",222
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.975",240
"Regular Baseline","2026-06-20",0,"2026-06-20","Adults","quantile","0.99",260
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.01",48
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.025",60
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.05",71
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.1",85
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.15",95
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.2",103
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.25",110
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.3",116
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.35",123
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.4",128
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.45",134
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.5",140
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.55",146
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.6",152
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.65",159
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.7",166
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.75",174
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.8",183
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.85",194
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.9",208
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.95",229
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.975",251
"Regular Baseline","2026-06-20",1,"2026-06-27","Adults","quantile","0.99",272
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.01",44
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.025",55
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.05",67
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.1",82
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.15",93
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.2",101
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.25",108
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.3",114
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.35",121
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.4",127
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.45",134
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.5",140
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.55",147
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.6",153
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.65",161
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.7",169
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.75",177
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.8",187
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.85",199
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.9",215
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.95",239
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.975",258
"Regular Baseline","2026-06-20",2,"2026-07-04","Adults","quantile","0.99",289
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.01",41
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.025",51
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.05",63
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.1",78
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.15",88
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.2",97
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.25",105
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.3",113
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.35",120
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.4",127
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.45",133
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.5",140
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.55",147
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.6",154
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.65",161
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.7",170
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.75",180
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.8",191
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.85",203
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.9",221
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.95",248
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.975",272
"Regular Baseline","2026-06-20",3,"2026-07-11","Adults","quantile","0.99",298
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.01",163
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.025",177
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.05",190
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.1",202
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.15",209
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.2",215
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.25",221
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.3",225
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.35",229
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.4",234
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.45",238
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.5",242
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.55",246
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.6",250
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.65",255
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.7",260
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.75",264
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.8",270
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.85",277
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.9",286
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.95",300
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.975",317
"Regular Baseline","2026-06-20",-4,"2026-05-23","Overall","quantile","0.99",336
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.01",142
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.025",157
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.05",170
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.1",185
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.15",196
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.2",204
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.25",211
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.3",218
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.35",224
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.4",230
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.45",236
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.5",242
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.55",248
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.6",254
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.65",260
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.7",267
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.75",275
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.8",283
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.85",293
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.9",306
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.95",325
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.975",345
"Regular Baseline","2026-06-20",-3,"2026-05-30","Overall","quantile","0.99",366
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.01",123
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.025",139
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.05",154
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.1",172
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.15",186
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.2",196
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.25",204
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.3",213
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.35",220
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.4",228
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.45",235
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.5",242
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.55",250
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.6",257
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.65",265
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.7",273
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.75",282
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.8",293
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.85",305
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.9",321
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.95",346
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.975",368
"Regular Baseline","2026-06-20",-2,"2026-06-06","Overall","quantile","0.99",396
"Regular Baseline","2026-06-20",-1,"2026-06-13","Overall","quantile","0.01",108
"Regular Baseline","2026-06-20",-1,"2026-06-13","Overall","quantile","0.025",127
"Regular Baseline","2026-06-20",-1,"2026-06-13","Overall","quantile","0.05",144
"Regular Baseline","2026-06-20",-1,"2026-06-13","Overall","quantile","0.1",164
"Regular Baseline","2026-06-20",-1,"2026-06-13","Overall","quantile","0.15",179
"Regular Baseline","2026-06-20",-1,"2026-06-13","Overall","quantile","0.2",190
