"reference_date","target","horizon","target_end_date","age_group","output_type","output_type_id","value"
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.01,24
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.025,58
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.05,79
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.1,96
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.15,104
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.2,110
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.25,113
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.3,115
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.35,116
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.4,119
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.45,122
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.5,123
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.55,123
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.6,123
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.65,124
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.7,125
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.75,128
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.8,134
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.85,143
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.9,161
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.95,213
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.975,280
2026-05-16,"SARI",-3,2026-04-25,"Adults","quantile",0.99,362
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.01,24
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.025,58
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.05,79
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.1,97
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.15,106
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.2,114
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.25,119
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.3,123
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.35,130
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.4,134
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.45,138
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.5,143
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.55,149
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.6,151
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.65,155
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.7,157
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.75,170
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.8,176
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.85,176
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.9,181
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.95,221
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.975,278
2026-05-16,"SARI",-2,2026-05-02,"Adults","quantile",0.99,360
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.01,24
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.025,58
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.05,79
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.1,99
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.15,109
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.2,118
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.25,128
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.3,135
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.35,145
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.4,151
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.45,157
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.5,164
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.55,173
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.6,185
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.65,188
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.7,196
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.75,203
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.8,205
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.85,217
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.9,251
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.95,256
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.975,314
2026-05-16,"SARI",-1,2026-05-09,"Adults","quantile",0.99,375
2026-05-16,"SARI",0,2026-05-16,"Adults","quantile",0.01,24
