"reference_date","target","horizon","target_end_date","age_group","output_type","output_type_id","value"
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.01,96
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.025,103
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.05,110
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.1,121
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.15,127
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.2,131
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.25,134
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.3,137
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.35,141
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.4,144
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.45,145
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.5,147
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.55,149
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.6,153
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.65,155
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.7,157
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.75,160
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.8,163
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.85,167
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.9,173
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.95,185
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.975,215
2026-06-20,"SARI",-4,2026-05-23,"Adults","quantile",0.99,228
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.01,187
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.025,199
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.05,208
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.1,218
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.15,227
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.2,233
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.25,238
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.3,241
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.35,245
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.4,248
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.45,251
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.5,254
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.55,258
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.6,262
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.65,266
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.7,270
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.75,274
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.8,280
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.85,285
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.9,299
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.95,318
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.975,335
2026-06-20,"SARI",-4,2026-05-23,"Overall","quantile",0.99,349
