"as_of","target","target_end_date","age_group","observation"
"20628","SARI",11-11-20,"Pediatrics",116
"20628","SARI",11-12-20,"Adults",194
"20628","SARI",11-12-20,"Overall",433
"20628","SARI",11-12-20,"Pediatrics",239
"20628","SARI",12-02-20,"Adults",70
"20628","SARI",12-02-20,"Overall",168
"20628","SARI",12-02-20,"Pediatrics",98
"20628","SARI",12-03-20,"Adults",189
"20628","SARI",12-03-20,"Overall",323
"20628","SARI",12-03-20,"Pediatrics",134
"20628","SARI",12-06-20,"Adults",83
"20628","SARI",12-06-20,"Overall",187
"20628","SARI",12-06-20,"Pediatrics",104
"20628","SARI",12-07-20,"Adults",86
"20628","SARI",12-07-20,"Overall",197
"20628","SARI",12-07-20,"Pediatrics",111
"20628","SARI",12-09-20,"Adults",64
"20628","SARI",12-09-20,"Overall",130
"20628","SARI",12-09-20,"Pediatrics",66
"20628","SARI",12-10-20,"Adults",285
"20628","SARI",12-10-20,"Overall",408
"20628","SARI",12-10-20,"Pediatrics",123
"20628","SARI",NA,"Adults",1251
"20628","SARI",NA,"Adults",1113
"20628","SARI",NA,"Adults",769
"20628","SARI",NA,"Adults",473
"20628","SARI",NA,"Adults",430
"20628","SARI",NA,"Adults",518
"20628","SARI",NA,"Adults",437
"20628","SARI",NA,"Adults",302
"20628","SARI",NA,"Adults",271
"20628","SARI",NA,"Adults",267
"20628","SARI",NA,"Adults",343
"20628","SARI",NA,"Adults",394
"20628","SARI",NA,"Adults",419
"20628","SARI",NA,"Adults",429
"20628","SARI",NA,"Adults",416
"20628","SARI",NA,"Adults",462
"20628","SARI",NA,"Adults",490
"20628","SARI",NA,"Adults",422
"20628","SARI",NA,"Adults",348
"20628","SARI",NA,"Adults",307
"20628","SARI",NA,"Adults",286
"20628","SARI",NA,"Adults",235
"20628","SARI",NA,"Adults",242
"20628","SARI",NA,"Adults",272
"20628","SARI",NA,"Adults",267
"20628","SARI",NA,"Adults",223
"20628","SARI",NA,"Adults",161
"20628","SARI",NA,"Adults",152
"20628","SARI",NA,"Adults",309
"20628","SARI",NA,"Adults",357
"20628","SARI",NA,"Adults",324
"20628","SARI",NA,"Adults",237
"20628","SARI",NA,"Adults",195
"20628","SARI",NA,"Adults",135
"20628","SARI",NA,"Adults",107
"20628","SARI",NA,"Adults",100
"20628","SARI",NA,"Adults",92
"20628","SARI",NA,"Adults",83
"20628","SARI",NA,"Adults",102
"20628","SARI",NA,"Adults",91
"20628","SARI",NA,"Adults",92
"20628","SARI",NA,"Adults",118
"20628","SARI",NA,"Adults",113
"20628","SARI",NA,"Adults",119
"20628","SARI",NA,"Adults",196
"20628","SARI",NA,"Adults",264
"20628","SARI",NA,"Adults",191
"20628","SARI",NA,"Adults",188
"20628","SARI",NA,"Adults",153
"20628","SARI",NA,"Adults",164
"20628","SARI",NA,"Adults",178
"20628","SARI",NA,"Adults",175
"20628","SARI",NA,"Adults",170
"20628","SARI",NA,"Adults",109
"20628","SARI",NA,"Adults",114
"20628","SARI",NA,"Adults",114
"20628","SARI",NA,"Adults",75
"20628","SARI",NA,"Adults",79
"20628","SARI",NA,"Adults",74
"20628","SARI",NA,"Adults",66
"20628","SARI",NA,"Adults",56
"20628","SARI",NA,"Adults",46
"20628","SARI",NA,"Adults",126
"20628","SARI",NA,"Adults",165
"20628","SARI",NA,"Adults",160
"20628","SARI",NA,"Adults",114
"20628","SARI",NA,"Adults",120
"20628","SARI",NA,"Adults",94
"20628","SARI",NA,"Adults",92
"20628","SARI",NA,"Adults",96
"20628","SARI",NA,"Adults",95
"20628","SARI",NA,"Adults",107
"20628","SARI",NA,"Adults",97
"20628","SARI",NA,"Adults",230
"20628","SARI",NA,"Adults",333
"20628","SARI",NA,"Adults",454
"20628","SARI",NA,"Adults",315
"20628","SARI",NA,"Adults",277
"20628","SARI",NA,"Adults",251
"20628","SARI",NA,"Adults",299
"20628","SARI",NA,"Adults",229
"20628","SARI",NA,"Adults",172
"20628","SARI",NA,"Adults",175
"20628","SARI",NA,"Adults",174
"20628","SARI",NA,"Adults",194
"20628","SARI",NA,"Adults",178
"20628","SARI",NA,"Adults",159
"20628","SARI",NA,"Adults",165
"20628","SARI",NA,"Adults",131
"20628","SARI",NA,"Adults",112
"20628","SARI",NA,"Adults",84
"20628","SARI",NA,"Adults",73
"20628","SARI",NA,"Adults",90
"20628","SARI",NA,"Adults",88
"20628","SARI",NA,"Adults",60
"20628","SARI",NA,"Adults",78
"20628","SARI",NA,"Adults",81
"20628","SARI",NA,"Adults",90
"20628","SARI",NA,"Adults",86
"20628","SARI",NA,"Adults",117
"20628","SARI",NA,"Adults",158
"20628","SARI",NA,"Adults",156
"20628","SARI",NA,"Adults",153
"20628","SARI",NA,"Adults",207
"20628","SARI",NA,"Adults",235
"20628","SARI",NA,"Adults",292
"20628","SARI",NA,"Adults",347
"20628","SARI",NA,"Adults",582
"20628","SARI",NA,"Adults",503
"20628","SARI",NA,"Adults",458
"20628","SARI",NA,"Adults",224
"20628","SARI",NA,"Adults",172
"20628","SARI",NA,"Adults",161
"20628","SARI",NA,"Adults",168
"20628","SARI",NA,"Adults",146
"20628","SARI",NA,"Adults",164
"20628","SARI",NA,"Adults",158
"20628","SARI",NA,"Adults",132
"20628","SARI",NA,"Adults",121
"20628","SARI",NA,"Adults",116
"20628","SARI",NA,"Adults",116
"20628","SARI",NA,"Adults",77
"20628","SARI",NA,"Adults",61
"20628","SARI",NA,"Adults",89
"20628","SARI",NA,"Adults",65
"20628","SARI",NA,"Adults",93
"20628","SARI",NA,"Adults",93
"20628","SARI",NA,"Adults",110
"20628","SARI",NA,"Adults",74
"20628","SARI",NA,"Adults",69
"20628","SARI",NA,"Adults",72
"20628","SARI",NA,"Adults",80
"20628","SARI",NA,"Adults",82
"20628","SARI",NA,"Adults",97
"20628","SARI",NA,"Adults",106
"20628","SARI",NA,"Adults",111
"20628","SARI",NA,"Adults",143
"20628","SARI",NA,"Adults",245
"20628","SARI",NA,"Adults",306
"20628","SARI",NA,"Adults",320
"20628","SARI",NA,"Adults",102
"20628","SARI",NA,"Overall",1423
"20628","SARI",NA,"Overall",1303
"20628","SARI",NA,"Overall",907
"20628","SARI",NA,"Overall",604
"20628","SARI",NA,"Overall",551
"20628","SARI",NA,"Overall",772
"20628","SARI",NA,"Overall",633
"20628","SARI",NA,"Overall",511
"20628","SARI",NA,"Overall",496
"20628","SARI",NA,"Overall",547
"20628","SARI",NA,"Overall",761
"20628","SARI",NA,"Overall",898
"20628","SARI",NA,"Overall",846
"20628","SARI",NA,"Overall",918
"20628","SARI",NA,"Overall",824
"20628","SARI",NA,"Overall",821
"20628","SARI",NA,"Overall",833
"20628","SARI",NA,"Overall",701
"20628","SARI",NA,"Overall",652
"20628","SARI",NA,"Overall",655
"20628","SARI",NA,"Overall",595
"20628","SARI",NA,"Overall",525
"20628","SARI",NA,"Overall",502
"20628","SARI",NA,"Overall",545
"20628","SARI",NA,"Overall",591
"20628","SARI",NA,"Overall",501
"20628","SARI",NA,"Overall",329
"20628","SARI",NA,"Overall",282
"20628","SARI",NA,"Overall",457
"20628","SARI",NA,"Overall",465
"20628","SARI",NA,"Overall",407
"20628","SARI",NA,"Overall",359
"20628","SARI",NA,"Overall",304
"20628","SARI",NA,"Overall",226
"20628","SARI",NA,"Overall",204
"20628","SARI",NA,"Overall",200
"20628","SARI",NA,"Overall",249
"20628","SARI",NA,"Overall",238
"20628","SARI",NA,"Overall",297
"20628","SARI",NA,"Overall",320
"20628","SARI",NA,"Overall",415
"20628","SARI",NA,"Overall",544
"20628","SARI",NA,"Overall",596
"20628","SARI",NA,"Overall",680
"20628","SARI",NA,"Overall",633
"20628","SARI",NA,"Overall",703
"20628","SARI",NA,"Overall",524
"20628","SARI",NA,"Overall",451
"20628","SARI",NA,"Overall",379
"20628","SARI",NA,"Overall",404
"20628","SARI",NA,"Overall",408
"20628","SARI",NA,"Overall",434
"20628","SARI",NA,"Overall",396
"20628","SARI",NA,"Overall",290
"20628","SARI",NA,"Overall",305
"20628","SARI",NA,"Overall",278
"20628","SARI",NA,"Overall",191
"20628","SARI",NA,"Overall",192
"20628","SARI",NA,"Overall",168
"20628","SARI",NA,"Overall",135
"20628","SARI",NA,"Overall",102
"20628","SARI",NA,"Overall",87
"20628","SARI",NA,"Overall",197
"20628","SARI",NA,"Overall",247
"20628","SARI",NA,"Overall",253
"20628","SARI",NA,"Overall",176
"20628","SARI",NA,"Overall",176
"20628","SARI",NA,"Overall",213
"20628","SARI",NA,"Overall",209
"20628","SARI",NA,"Overall",207
"20628","SARI",NA,"Overall",198
"20628","SARI",NA,"Overall",212
"20628","SARI",NA,"Overall",241
"20628","SARI",NA,"Overall",557
"20628","SARI",NA,"Overall",746
"20628","SARI",NA,"Overall",1031
"20628","SARI",NA,"Overall",832
"20628","SARI",NA,"Overall",825
"20628","SARI",NA,"Overall",830
"20628","SARI",NA,"Overall",877
"20628","SARI",NA,"Overall",707
"20628","SARI",NA,"Overall",645
"20628","SARI",NA,"Overall",642
"20628","SARI",NA,"Overall",596
"20628","SARI",NA,"Overall",616
"20628","SARI",NA,"Overall",598
"20628","SARI",NA,"Overall",492
"20628","SARI",NA,"Overall",424
"20628","SARI",NA,"Overall",394
"20628","SARI",NA,"Overall",284
"20628","SARI",NA,"Overall",242
"20628","SARI",NA,"Overall",221
"20628","SARI",NA,"Overall",202
"20628","SARI",NA,"Overall",151
"20628","SARI",NA,"Overall",113
"20628","SARI",NA,"Overall",150
"20628","SARI",NA,"Overall",163
"20628","SARI",NA,"Overall",170
"20628","SARI",NA,"Overall",164
"20628","SARI",NA,"Overall",227
"20628","SARI",NA,"Overall",320
"20628","SARI",NA,"Overall",326
"20628","SARI",NA,"Overall",334
"20628","SARI",NA,"Overall",378
"20628","SARI",NA,"Overall",486
"20628","SARI",NA,"Overall",608
"20628","SARI",NA,"Overall",710
"20628","SARI",NA,"Overall",1092
"20628","SARI",NA,"Overall",1009
"20628","SARI",NA,"Overall",915
"20628","SARI",NA,"Overall",798
"20628","SARI",NA,"Overall",665
"20628","SARI",NA,"Overall",701
"20628","SARI",NA,"Overall",708
"20628","SARI",NA,"Overall",600
"20628","SARI",NA,"Overall",571
"20628","SARI",NA,"Overall",520
"20628","SARI",NA,"Overall",430
"20628","SARI",NA,"Overall",346
"20628","SARI",NA,"Overall",338
"20628","SARI",NA,"Overall",276
"20628","SARI",NA,"Overall",214
"20628","SARI",NA,"Overall",174
"20628","SARI",NA,"Overall",191
"20628","SARI",NA,"Overall",137
"20628","SARI",NA,"Overall",145
"20628","SARI",NA,"Overall",165
"20628","SARI",NA,"Overall",183
"20628","SARI",NA,"Overall",138
"20628","SARI",NA,"Overall",121
"20628","SARI",NA,"Overall",123
"20628","SARI",NA,"Overall",150
"20628","SARI",NA,"Overall",281
"20628","SARI",NA,"Overall",301
"20628","SARI",NA,"Overall",279
"20628","SARI",NA,"Overall",310
"20628","SARI",NA,"Overall",356
"20628","SARI",NA,"Overall",566
"20628","SARI",NA,"Overall",651
"20628","SARI",NA,"Overall",725
"20628","SARI",NA,"Overall",228
"20628","SARI",NA,"Pediatrics",172
"20628","SARI",NA,"Pediatrics",190
"20628","SARI",NA,"Pediatrics",138
"20628","SARI",NA,"Pediatrics",131
"20628","SARI",NA,"Pediatrics",121
"20628","SARI",NA,"Pediatrics",254
"20628","SARI",NA,"Pediatrics",196
"20628","SARI",NA,"Pediatrics",209
"20628","SARI",NA,"Pediatrics",225
"20628","SARI",NA,"Pediatrics",280
"20628","SARI",NA,"Pediatrics",418
"20628","SARI",NA,"Pediatrics",504
"20628","SARI",NA,"Pediatrics",427
"20628","SARI",NA,"Pediatrics",489
"20628","SARI",NA,"Pediatrics",408
"20628","SARI",NA,"Pediatrics",359
"20628","SARI",NA,"Pediatrics",343
"20628","SARI",NA,"Pediatrics",279
"20628","SARI",NA,"Pediatrics",304
"20628","SARI",NA,"Pediatrics",348
"20628","SARI",NA,"Pediatrics",309
"20628","SARI",NA,"Pediatrics",290
"20628","SARI",NA,"Pediatrics",260
"20628","SARI",NA,"Pediatrics",273
"20628","SARI",NA,"Pediatrics",324
"20628","SARI",NA,"Pediatrics",278
"20628","SARI",NA,"Pediatrics",168
"20628","SARI",NA,"Pediatrics",130
"20628","SARI",NA,"Pediatrics",148
"20628","SARI",NA,"Pediatrics",108
"20628","SARI",NA,"Pediatrics",83
"20628","SARI",NA,"Pediatrics",122
"20628","SARI",NA,"Pediatrics",109
"20628","SARI",NA,"Pediatrics",91
"20628","SARI",NA,"Pediatrics",97
"20628","SARI",NA,"Pediatrics",100
"20628","SARI",NA,"Pediatrics",157
"20628","SARI",NA,"Pediatrics",155
"20628","SARI",NA,"Pediatrics",195
"20628","SARI",NA,"Pediatrics",229
"20628","SARI",NA,"Pediatrics",323
"20628","SARI",NA,"Pediatrics",426
"20628","SARI",NA,"Pediatrics",483
"20628","SARI",NA,"Pediatrics",561
"20628","SARI",NA,"Pediatrics",437
"20628","SARI",NA,"Pediatrics",439
"20628","SARI",NA,"Pediatrics",333
"20628","SARI",NA,"Pediatrics",263
"20628","SARI",NA,"Pediatrics",226
"20628","SARI",NA,"Pediatrics",240
"20628","SARI",NA,"Pediatrics",230
"20628","SARI",NA,"Pediatrics",259
"20628","SARI",NA,"Pediatrics",226
"20628","SARI",NA,"Pediatrics",181
"20628","SARI",NA,"Pediatrics",191
"20628","SARI",NA,"Pediatrics",164
"20628","SARI",NA,"Pediatrics",116
"20628","SARI",NA,"Pediatrics",113
"20628","SARI",NA,"Pediatrics",94
"20628","SARI",NA,"Pediatrics",69
"20628","SARI",NA,"Pediatrics",46
"20628","SARI",NA,"Pediatrics",41
"20628","SARI",NA,"Pediatrics",71
"20628","SARI",NA,"Pediatrics",82
"20628","SARI",NA,"Pediatrics",93
"20628","SARI",NA,"Pediatrics",62
"20628","SARI",NA,"Pediatrics",56
"20628","SARI",NA,"Pediatrics",119
"20628","SARI",NA,"Pediatrics",117
"20628","SARI",NA,"Pediatrics",111
"20628","SARI",NA,"Pediatrics",103
"20628","SARI",NA,"Pediatrics",105
"20628","SARI",NA,"Pediatrics",144
"20628","SARI",NA,"Pediatrics",327
"20628","SARI",NA,"Pediatrics",413
"20628","SARI",NA,"Pediatrics",577
"20628","SARI",NA,"Pediatrics",517
"20628","SARI",NA,"Pediatrics",548
"20628","SARI",NA,"Pediatrics",579
"20628","SARI",NA,"Pediatrics",578
"20628","SARI",NA,"Pediatrics",478
"20628","SARI",NA,"Pediatrics",473
"20628","SARI",NA,"Pediatrics",467
"20628","SARI",NA,"Pediatrics",422
"20628","SARI",NA,"Pediatrics",422
"20628","SARI",NA,"Pediatrics",420
"20628","SARI",NA,"Pediatrics",333
"20628","SARI",NA,"Pediatrics",259
"20628","SARI",NA,"Pediatrics",263
"20628","SARI",NA,"Pediatrics",172
"20628","SARI",NA,"Pediatrics",158
"20628","SARI",NA,"Pediatrics",148
"20628","SARI",NA,"Pediatrics",112
"20628","SARI",NA,"Pediatrics",63
"20628","SARI",NA,"Pediatrics",53
"20628","SARI",NA,"Pediatrics",72
"20628","SARI",NA,"Pediatrics",82
"20628","SARI",NA,"Pediatrics",80
"20628","SARI",NA,"Pediatrics",78
"20628","SARI",NA,"Pediatrics",110
"20628","SARI",NA,"Pediatrics",162
"20628","SARI",NA,"Pediatrics",170
"20628","SARI",NA,"Pediatrics",181
"20628","SARI",NA,"Pediatrics",171
"20628","SARI",NA,"Pediatrics",251
"20628","SARI",NA,"Pediatrics",316
"20628","SARI",NA,"Pediatrics",363
"20628","SARI",NA,"Pediatrics",510
"20628","SARI",NA,"Pediatrics",506
"20628","SARI",NA,"Pediatrics",457
"20628","SARI",NA,"Pediatrics",574
"20628","SARI",NA,"Pediatrics",493
"20628","SARI",NA,"Pediatrics",540
"20628","SARI",NA,"Pediatrics",540
"20628","SARI",NA,"Pediatrics",454
"20628","SARI",NA,"Pediatrics",407
"20628","SARI",NA,"Pediatrics",362
"20628","SARI",NA,"Pediatrics",298
"20628","SARI",NA,"Pediatrics",225
"20628","SARI",NA,"Pediatrics",222
"20628","SARI",NA,"Pediatrics",160
"20628","SARI",NA,"Pediatrics",137
"20628","SARI",NA,"Pediatrics",113
"20628","SARI",NA,"Pediatrics",102
"20628","SARI",NA,"Pediatrics",72
"20628","SARI",NA,"Pediatrics",52
"20628","SARI",NA,"Pediatrics",72
"20628","SARI",NA,"Pediatrics",73
"20628","SARI",NA,"Pediatrics",64
"20628","SARI",NA,"Pediatrics",52
"20628","SARI",NA,"Pediatrics",51
"20628","SARI",NA,"Pediatrics",70
"20628","SARI",NA,"Pediatrics",199
"20628","SARI",NA,"Pediatrics",204
"20628","SARI",NA,"Pediatrics",173
"20628","SARI",NA,"Pediatrics",199
"20628","SARI",NA,"Pediatrics",213
"20628","SARI",NA,"Pediatrics",321
"20628","SARI",NA,"Pediatrics",345
"20628","SARI",NA,"Pediatrics",405
"20628","SARI",NA,"Pediatrics",126
"3/2/2026","SARI",1-03-20,"Adults",52
"3/2/2026","SARI",1-03-20,"Overall",99
"3/2/2026","SARI",1-03-20,"Pediatrics",47
"3/2/2026","SARI",1-04-20,"Adults",99
"3/2/2026","SARI",1-04-20,"Overall",197
"3/2/2026","SARI",1-04-20,"Pediatrics",98
"3/2/2026","SARI",1-06-20,"Adults",95
"3/2/2026","SARI",1-06-20,"Overall",160
"3/2/2026","SARI",1-06-20,"Pediatrics",65
"3/2/2026","SARI",1-07-20,"Adults",330
"3/2/2026","SARI",1-07-20,"Overall",448
"3/2/2026","SARI",1-07-20,"Pediatrics",118
"3/2/2026","SARI",1-08-20,"Adults",1023
"3/2/2026","SARI",1-08-20,"Overall",1186
"3/2/2026","SARI",1-08-20,"Pediatrics",163
"3/2/2026","SARI",1-10-20,"Adults",94
"3/2/2026","SARI",1-10-20,"Overall",178
"3/2/2026","SARI",1-10-20,"Pediatrics",84
"3/2/2026","SARI",1-11-20,"Adults",97
"3/2/2026","SARI",1-11-20,"Overall",175
"3/2/2026","SARI",1-11-20,"Pediatrics",78
"3/2/2026","SARI",2-01-20,"Adults",92
"3/2/2026","SARI",2-01-20,"Overall",153
"3/2/2026","SARI",2-01-20,"Pediatrics",61
"3/2/2026","SARI",2-03-20,"Adults",165
"3/2/2026","SARI",2-03-20,"Overall",252
"3/2/2026","SARI",2-03-20,"Pediatrics",87
"3/2/2026","SARI",2-04-20,"Adults",133
"3/2/2026","SARI",2-04-20,"Overall",254
"3/2/2026","SARI",2-04-20,"Pediatrics",121
"3/2/2026","SARI",2-05-20,"Adults",587
"3/2/2026","SARI",2-05-20,"Overall",698
"3/2/2026","SARI",2-05-20,"Pediatrics",111
"3/2/2026","SARI",2-07-20,"Adults",69
"3/2/2026","SARI",2-07-20,"Overall",114
"3/2/2026","SARI",2-07-20,"Pediatrics",45
"3/2/2026","SARI",2-08-20,"Adults",86
"3/2/2026","SARI",2-08-20,"Overall",172
"3/2/2026","SARI",2-08-20,"Pediatrics",86
"3/2/2026","SARI",2-10-20,"Adults",131
"3/2/2026","SARI",2-10-20,"Overall",205
"3/2/2026","SARI",2-10-20,"Pediatrics",74
"3/2/2026","SARI",2-11-20,"Adults",100
"3/2/2026","SARI",2-11-20,"Overall",222
"3/2/2026","SARI",2-11-20,"Pediatrics",122
"3/2/2026","SARI",2-12-20,"Adults",420
"3/2/2026","SARI",2-12-20,"Overall",537
"3/2/2026","SARI",2-12-20,"Pediatrics",117
"3/2/2026","SARI",3-01-20,"Adults",102
"3/2/2026","SARI",3-01-20,"Overall",175
"3/2/2026","SARI",3-01-20,"Pediatrics",73
"3/2/2026","SARI",3-02-20,"Adults",92
"3/2/2026","SARI",3-02-20,"Overall",155
"3/2/2026","SARI",3-02-20,"Pediatrics",63
"3/2/2026","SARI",3-04-20,"Adults",137
"3/2/2026","SARI",3-04-20,"Overall",289
"3/2/2026","SARI",3-04-20,"Pediatrics",152
"3/2/2026","SARI",3-05-20,"Adults",533
"3/2/2026","SARI",3-05-20,"Overall",702
"3/2/2026","SARI",3-05-20,"Pediatrics",169
"3/2/2026","SARI",3-08-20,"Adults",101
"3/2/2026","SARI",3-08-20,"Overall",181
"3/2/2026","SARI",3-08-20,"Pediatrics",80
"3/2/2026","SARI",3-09-20,"Adults",93
"3/2/2026","SARI",3-09-20,"Overall",164
"3/2/2026","SARI",3-09-20,"Pediatrics",71
"3/2/2026","SARI",3-11-20,"Adults",104
"3/2/2026","SARI",3-11-20,"Overall",300
"3/2/2026","SARI",3-11-20,"Pediatrics",196
"3/2/2026","SARI",3-12-20,"Adults",502
"3/2/2026","SARI",3-12-20,"Overall",730
"3/2/2026","SARI",3-12-20,"Pediatrics",228
"3/2/2026","SARI",4-01-20,"Adults",78
"3/2/2026","SARI",4-01-20,"Overall",251
"3/2/2026","SARI",4-01-20,"Pediatrics",173
"3/2/2026","SARI",4-02-20,"Adults",377
"3/2/2026","SARI",4-02-20,"Overall",567
"3/2/2026","SARI",4-02-20,"Pediatrics",190
"3/2/2026","SARI",4-05-20,"Adults",150
"3/2/2026","SARI",4-05-20,"Overall",292
"3/2/2026","SARI",4-05-20,"Pediatrics",142
"3/2/2026","SARI",4-06-20,"Adults",111
"3/2/2026","SARI",4-06-20,"Overall",223
"3/2/2026","SARI",4-06-20,"Pediatrics",112
"3/2/2026","SARI",4-08-20,"Adults",90
"3/2/2026","SARI",4-08-20,"Overall",275
"3/2/2026","SARI",4-08-20,"Pediatrics",185
"3/2/2026","SARI",4-09-20,"Adults",349
"3/2/2026","SARI",4-09-20,"Overall",573
"3/2/2026","SARI",4-09-20,"Pediatrics",224
"3/2/2026","SARI",4-12-20,"Adults",153
"3/2/2026","SARI",4-12-20,"Overall",307
"3/2/2026","SARI",4-12-20,"Pediatrics",154
"3/2/2026","SARI",5-03-20,"Adults",190
"3/2/2026","SARI",5-03-20,"Overall",402
"3/2/2026","SARI",5-03-20,"Pediatrics",212
"3/2/2026","SARI",5-04-20,"Adults",129
"3/2/2026","SARI",5-04-20,"Overall",287
"3/2/2026","SARI",5-04-20,"Pediatrics",158
"3/2/2026","SARI",5-06-20,"Adults",102
"3/2/2026","SARI",5-06-20,"Overall",484
"3/2/2026","SARI",5-06-20,"Pediatrics",382
"3/2/2026","SARI",5-07-20,"Adults",312
"3/2/2026","SARI",5-07-20,"Overall",613
"3/2/2026","SARI",5-07-20,"Pediatrics",301
"3/2/2026","SARI",5-10-20,"Adults",202
"3/2/2026","SARI",5-10-20,"Overall",408
"3/2/2026","SARI",5-10-20,"Pediatrics",206
"3/2/2026","SARI",5-11-20,"Adults",151
"3/2/2026","SARI",5-11-20,"Overall",338
"3/2/2026","SARI",5-11-20,"Pediatrics",187
"3/2/2026","SARI",6-01-20,"Adults",524
"3/2/2026","SARI",6-01-20,"Overall",1053
"3/2/2026","SARI",6-01-20,"Pediatrics",529
"3/2/2026","SARI",6-03-20,"Adults",182
"3/2/2026","SARI",6-03-20,"Overall",706
"3/2/2026","SARI",6-03-20,"Pediatrics",524
"3/2/2026","SARI",6-04-20,"Adults",457
"3/2/2026","SARI",6-04-20,"Overall",925
"3/2/2026","SARI",6-04-20,"Pediatrics",468
"3/2/2026","SARI",6-07-20,"Adults",515
"3/2/2026","SARI",6-07-20,"Overall",1046
"3/2/2026","SARI",6-07-20,"Pediatrics",531
"3/2/2026","SARI",6-08-20,"Adults",553
"3/2/2026","SARI",6-08-20,"Overall",1270
"3/2/2026","SARI",6-08-20,"Pediatrics",717
"3/2/2026","SARI",6-10-20,"Adults",190
"3/2/2026","SARI",6-10-20,"Overall",742
"3/2/2026","SARI",6-10-20,"Pediatrics",552
"3/2/2026","SARI",6-11-20,"Adults",482
"3/2/2026","SARI",6-11-20,"Overall",1042
"3/2/2026","SARI",6-11-20,"Pediatrics",560
"3/2/2026","SARI",7-01-20,"Adults",257
"3/2/2026","SARI",7-01-20,"Overall",675
"3/2/2026","SARI",7-01-20,"Pediatrics",418
"3/2/2026","SARI",7-02-20,"Adults",483
"3/2/2026","SARI",7-02-20,"Overall",871
"3/2/2026","SARI",7-02-20,"Pediatrics",388
"3/2/2026","SARI",7-05-20,"Adults",422
"3/2/2026","SARI",7-05-20,"Overall",971
"3/2/2026","SARI",7-05-20,"Pediatrics",549
"3/2/2026","SARI",7-06-20,"Adults",317
"3/2/2026","SARI",7-06-20,"Overall",891
"3/2/2026","SARI",7-06-20,"Pediatrics",574
"3/2/2026","SARI",7-08-20,"Adults",229
"3/2/2026","SARI",7-08-20,"Overall",582
"3/2/2026","SARI",7-08-20,"Pediatrics",353
"3/2/2026","SARI",7-09-20,"Adults",440
"3/2/2026","SARI",7-09-20,"Overall",868
"3/2/2026","SARI",7-09-20,"Pediatrics",428
"3/2/2026","SARI",7-12-20,"Adults",320
"3/2/2026","SARI",7-12-20,"Overall",838
"3/2/2026","SARI",7-12-20,"Pediatrics",518
"3/2/2026","SARI",8-02-20,"Adults",177
"3/2/2026","SARI",8-02-20,"Overall",726
"3/2/2026","SARI",8-02-20,"Pediatrics",549
"3/2/2026","SARI",8-03-20,"Adults",209
"3/2/2026","SARI",8-03-20,"Overall",662
"3/2/2026","SARI",8-03-20,"Pediatrics",453
"3/2/2026","SARI",8-05-20,"Adults",176
"3/2/2026","SARI",8-05-20,"Overall",391
"3/2/2026","SARI",8-05-20,"Pediatrics",215
"3/2/2026","SARI",8-06-20,"Adults",403
"3/2/2026","SARI",8-06-20,"Overall",675
"3/2/2026","SARI",8-06-20,"Pediatrics",272
"3/2/2026","SARI",8-09-20,"Adults",187
"3/2/2026","SARI",8-09-20,"Overall",695
"3/2/2026","SARI",8-09-20,"Pediatrics",508
"3/2/2026","SARI",8-10-20,"Adults",184
"3/2/2026","SARI",8-10-20,"Overall",668
"3/2/2026","SARI",8-10-20,"Pediatrics",484
"3/2/2026","SARI",8-12-20,"Adults",147
"3/2/2026","SARI",8-12-20,"Overall",409
"3/2/2026","SARI",8-12-20,"Pediatrics",262
"3/2/2026","SARI",9-02-20,"Adults",191
"3/2/2026","SARI",9-02-20,"Overall",443
"3/2/2026","SARI",9-02-20,"Pediatrics",252
"3/2/2026","SARI",9-03-20,"Adults",282
"3/2/2026","SARI",9-03-20,"Overall",611
"3/2/2026","SARI",9-03-20,"Pediatrics",329
"3/2/2026","SARI",9-06-20,"Adults",164
"3/2/2026","SARI",9-06-20,"Overall",591
"3/2/2026","SARI",9-06-20,"Pediatrics",427
"3/2/2026","SARI",9-07-20,"Adults",210
"3/2/2026","SARI",9-07-20,"Overall",718
"3/2/2026","SARI",9-07-20,"Pediatrics",508
"3/2/2026","SARI",9-09-20,"Adults",184
"3/2/2026","SARI",9-09-20,"Overall",417
"3/2/2026","SARI",9-09-20,"Pediatrics",233
"3/2/2026","SARI",9-10-20,"Adults",305
"3/2/2026","SARI",9-10-20,"Overall",616
"3/2/2026","SARI",9-10-20,"Pediatrics",311
"3/2/2026","SARI",10-01-20,"Adults",255
"3/2/2026","SARI",10-01-20,"Overall",561
"3/2/2026","SARI",10-01-20,"Pediatrics",306
