"reference_date","target","horizon","target_end_date","age_group","output_type","output_type_id","value"
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.01,80
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.025,88
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.05,97
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.1,107
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.15,114
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.2,121
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.25,126
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.3,131
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.35,137
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.4,141
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.45,146
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.5,151
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.55,157
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.6,163
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.65,169
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.7,175
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.75,183
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.8,192
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.85,202
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.9,215
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.95,239
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.975,262
2026-06-27,"SARI",-2,2026-06-13,"Adults","quantile",0.99,290
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.01,79
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.025,88
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.05,95
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.1,105
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.15,113
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.2,119
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.25,125
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.3,130
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.35,135
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.4,140
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.45,144
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.5,149
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.55,155
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.6,160
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.65,166
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.7,172
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.75,179
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.8,187
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.85,197
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.9,212
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.95,235
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.975,255
2026-06-27,"SARI",-1,2026-06-20,"Adults","quantile",0.99,284
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.01,78
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.025,86
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.05,94
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.1,104
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.15,111
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.2,117
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.25,123
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.3,128
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.35,133
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.4,137
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.45,142
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.5,147
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.55,152
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.6,158
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.65,164
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.7,170
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.75,177
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.8,186
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.85,196
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.9,210
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.95,231
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.975,252
2026-06-27,"SARI",0,2026-06-27,"Adults","quantile",0.99,279
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.01,76
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.025,85
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.05,92
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.1,102
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.15,109
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.2,114
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.25,120
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.3,125
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.35,130
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.4,134
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.45,139
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.5,144
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.55,149
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.6,154
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.65,160
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.7,167
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.75,174
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.8,183
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.85,192
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.9,206
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.95,228
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.975,246
2026-06-27,"SARI",1,2026-07-04,"Adults","quantile",0.99,271
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.01,76
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.025,83
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.05,90
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.1,100
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.15,106
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.2,112
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.25,117
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.3,122
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.35,127
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.4,132
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.45,136
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.5,141
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.55,146
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.6,151
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.65,157
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.7,163
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.75,169
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.8,177
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.85,188
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.9,201
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.95,221
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.975,240
2026-06-27,"SARI",2,2026-07-11,"Adults","quantile",0.99,262
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.01,73
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.025,80
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.05,88
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.1,97
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.15,104
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.2,110
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.25,115
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.3,119
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.35,123
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.4,128
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.45,132
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.5,137
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.55,142
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.6,148
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.65,153
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.7,159
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.75,166
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.8,173
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.85,183
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.9,196
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.95,217
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.975,237
2026-06-27,"SARI",3,2026-07-18,"Adults","quantile",0.99,263
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.01,176
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.025,194
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.05,209
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.1,229
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.15,245
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.2,257
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.25,269
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.3,279
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.35,289
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.4,299
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.45,309
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.5,319
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.55,329
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.6,340
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.65,352
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.7,365
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.75,379
2026-06-27,"SARI",-2,2026-06-13,"Overall","quantile",0.8,394
