"reference_date","target","horizon","target_end_date","age_group","output_type","output_type_id","value"
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.01,43
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.025,52
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.05,62
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.1,76
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.15,87
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.2,97
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.25,106
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.3,115
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.35,125
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.4,134
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.45,143
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.5,154
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.55,166
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.6,178
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.65,192
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.7,207
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.75,225
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.8,248
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.85,273
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.9,314
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.95,389
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.975,457
"5/16/2026","SARI",-3,"4/25/2026","Adults","quantile",0.99,585
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.01,45
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.025,56
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.05,68
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.1,83
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.15,95
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.2,106
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.25,117
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.3,128
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.35,139
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.4,149
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.45,160
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.5,172
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.55,183
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.6,195
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.65,209
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.7,226
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.75,247
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.8,268
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.85,298
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.9,337
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.95,415
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.975,493
"5/16/2026","SARI",-2,"5/2/2026","Adults","quantile",0.99,600
"5/16/2026","SARI",-1,"5/9/2026","Adults","quantile",0.01,53
"5/16/2026","SARI",-1,"5/9/2026","Adults","quantile",0.025,63
"5/16/2026","SARI",-1,"5/9/2026","Adults","quantile",0.05,75
"5/16/2026","SARI",-1,"5/9/2026","Adults","quantile",0.1,92
"5/16/2026","SARI",-1,"5/9/2026","Adults","quantile",0.15,106
"5/16/2026","SARI",-1,"5/9/2026","Adults","quantile",0.2,117
